PulseResult

Table 1
Table No [#]	Vc+ [V]	Vc- [V]	Px [uC/cm2]	Pr+ [uC/cm2]	Pr- [uC/cm2]	Prrel+ [uC/cm2]	Prrel- [uC/cm2]	Psw [uC/cm2]	Pnsw [uC/cm2]	dPsw [uC/cm2]	Wloss [uJ/cm2]	Rav [Ohm]	Measurement Status []	Vmax+ [V]	Vmax- [V]	Pvmax+ [uC/cm2]	Pvmax- [uC/cm2]	Ipk+ [A]	Ipk- [A]	Write Pulse Time [s]	Write Pulse Rise Time [s]	Write Pulse Amplitude [V]	Pund Frequency [Hz]	Pund Amplitude [V]	Write Pulse Delay [s]	Pulse Points []	Read Pulse Delay [s]	Number of pulses []	Current Range []	
1.000000e+000	9.596670e-001	-1.966030e+000	-8.251400e+001	9.667890e+001	-8.616620e+001	9.245780e+001	-7.389290e+001	2.558050e+002	8.945420e+001	1.663510e+002	5.854210e+002	3.565640e+005	0.000000e+000	2.999870e+000	-2.956390e+000	1.819120e+002	-1.819120e+002	2.195910e-004	-2.077160e-004	1.000000e-003	1.000000e-003	3.000000e+000	2.500000e+003	3.000000e+000	1.990000e-001	4.010000e+002	1.000000e-003	5.000000e+000	5.000000e+000	

Pulse
Program: aixPlorer Software version 3.0.64.0
TimeStamp: 06/09/2025 18:39:37
TfaModule: PM
ProgramMode: 0
TfaFileType: data
BasicUnit: BU1012-1
TfaVersion: 4.4.0

Table 1
Timestamp: 06/09/2025 18:39:37
TableVersion: 4.4.0
Number of pulses: 5
Pulse Sequence: 0XUNDP-
Pulse Points: 401
Monitoring: YES
SampleName: 123
Area [mm2]: 0.0025
Thickness [nm]: 9
Number Of Ceramic Layers: 1
Current Range: 5 (1mA)
Voltage Monitor Range: passive monitor
Pund Frequency [Hz]: 2500
Pund Amplitude [V]: 3
Write Pulse Time [s]: 0.001
Write Pulse Rise Time [s]: 0.001
Write Pulse Amplitude [V]: 3
Waveform: 0
Read Pulse Delay [s]: 0.001
Write Pulse Delay [s]: 0.199
Settings: OM MON
Pvmax+ [uC/cm2]: 181.912
Pvmax- [uC/cm2]: -181.912
Pr+ [uC/cm2]: 96.6789
Pr- [uC/cm2]: -86.1662
Prrel+ [uC/cm2]: 92.4578
Prrel- [uC/cm2]: -73.8929
Px [uC/cm2]: -82.514
Pnsw [uC/cm2]: 89.4542
Psw [uC/cm2]: 255.805
dPsw [uC/cm2]: 166.351
Vc+ [V]: 0.959667
Vc- [V]: -1.96603
Rav [Ohm]: 356564
Wloss [uJ/cm2]: 585.421
Vmax+ [V]: 2.99987
Vmax- [V]: -2.95639
Ipk+ [A]: 0.000219591
Ipk- [A]: -0.000207716
Basic System: TFAnalyzer 3000
Measure Head: FE 929-2HSIN
MeasureHal Profile: default
Program Version: 3.0.64.0
Operator: Unknown
HV Amplifier: FE-Head (Monitored)
Measurement Topology: electrical 3, strain 3
Measurement Status: 0
Time [s]	V [V]	I [A]	P [uC/cm2]	Time [s]	V [V]	I [A]	P [uC/cm2]	Time [s]	V [V]	I [A]	P [uC/cm2]	Time [s]	V [V]	I [A]	P [uC/cm2]	Time [s]	V [V]	I [A]	P [uC/cm2]	
2.693289e-004	2.225619e-002	-5.590898e-008	9.436207e+001	1.469329e-003	2.319764e-002	-5.461854e-007	9.389325e+001	2.669329e-003	2.528539e-002	1.628160e-007	-8.071777e+001	3.869329e-003	2.348663e-002	-1.246579e-006	-8.194042e+001	5.069329e-003	2.156085e-002	2.551717e-006	9.402563e+001	
2.700771e-004	2.115278e-002	-5.669317e-007	9.435276e+001	1.470077e-003	2.125561e-002	-9.405857e-008	9.388367e+001	2.670077e-003	2.293494e-002	-5.027310e-007	-8.072285e+001	3.870077e-003	2.322685e-002	-1.829898e-006	-8.198645e+001	5.070077e-003	2.148216e-002	2.589940e-006	9.410256e+001	
2.708252e-004	2.312810e-002	-5.632820e-007	9.433584e+001	1.470825e-003	2.184507e-002	-5.138323e-007	9.387457e+001	2.670825e-003	2.434801e-002	-7.038439e-007	-8.074090e+001	3.870825e-003	2.351893e-002	-1.132643e-006	-8.203078e+001	5.070825e-003	2.095969e-002	-3.839900e-007	9.413557e+001	
2.715733e-004	2.257767e-002	-9.727969e-007	9.431286e+001	1.471573e-003	2.296639e-002	-7.375651e-007	9.385585e+001	2.671573e-003	2.287690e-002	4.882527e-007	-8.074413e+001	3.871573e-003	2.212690e-002	-2.168572e-006	-8.208017e+001	5.071573e-003	2.188888e-002	-1.707076e-006	9.410428e+001	
2.723215e-004	2.275595e-002	-5.339263e-007	9.429032e+001	1.472321e-003	2.232708e-002	-2.114944e-006	9.381317e+001	2.672321e-003	2.361076e-002	1.389216e-006	-8.071604e+001	3.872321e-003	2.178129e-002	5.329337e-006	-8.203288e+001	5.072321e-003	2.269978e-002	-7.800941e-007	9.406706e+001	
2.730696e-004	2.276406e-002	-8.128686e-007	9.427016e+001	1.473070e-003	2.301128e-002	3.179934e-006	9.382910e+001	2.673070e-003	2.374801e-002	4.252670e-007	-8.068889e+001	3.873070e-003	2.246033e-002	3.844268e-006	-8.189562e+001	5.073070e-003	2.450112e-002	-1.960498e-006	9.402606e+001	
2.738177e-004	2.317869e-002	-1.277410e-006	9.423889e+001	1.473818e-003	2.223502e-002	-2.149761e-006	9.384452e+001	2.673818e-003	2.391426e-002	-5.610198e-007	-8.069092e+001	3.873818e-003	2.141348e-002	2.748574e-006	-8.179697e+001	5.073818e-003	2.368158e-002	-1.362533e-006	9.397634e+001	
2.745659e-004	2.334580e-002	5.344153e-007	9.422777e+001	1.474566e-003	2.205286e-002	-2.389261e-006	9.377660e+001	2.674566e-003	2.297339e-002	1.964840e-006	-8.066992e+001	3.874566e-003	2.312888e-002	3.054580e-007	-8.175127e+001	5.074566e-003	2.329961e-002	-2.319146e-006	9.392125e+001	
2.753140e-004	2.348148e-002	-8.414419e-007	9.422318e+001	1.475314e-003	2.284240e-002	-9.623227e-007	9.372645e+001	2.675314e-003	2.202281e-002	1.399735e-007	-8.063842e+001	3.875314e-003	2.256652e-002	6.792533e-007	-8.173654e+001	5.075314e-003	2.413588e-002	-2.481319e-006	9.384942e+001	
2.760622e-004	2.283746e-002	-2.768689e-007	9.420644e+001	1.476062e-003	2.149389e-002	-5.502483e-007	9.370382e+001	2.676062e-003	2.444146e-002	-1.471316e-008	-8.063655e+001	3.876062e-003	2.247287e-002	-4.062167e-007	-8.173245e+001	5.076062e-003	2.120079e-002	-4.944743e-006	9.373831e+001	
2.768103e-004	2.304184e-002	-1.076308e-006	9.418620e+001	1.476810e-003	2.289530e-002	-1.432587e-007	9.369344e+001	2.676810e-003	2.459699e-002	-3.492606e-009	-8.063682e+001	3.876810e-003	2.409009e-002	-8.613598e-007	-8.175142e+001	5.076810e-003	2.240279e-002	3.562591e-006	9.371763e+001	
2.775584e-004	2.422534e-002	-6.771565e-007	9.415996e+001	1.477558e-003	2.215343e-002	7.455335e-007	9.370246e+001	2.677558e-003	2.475103e-002	7.224625e-007	-8.062606e+001	3.877558e-003	2.510542e-002	-1.453494e-006	-8.178606e+001	5.077558e-003	2.229903e-002	-1.092994e-006	9.375458e+001	
2.783066e-004	2.139066e-002	4.654711e-006	9.421947e+001	1.478307e-003	2.179624e-002	-4.362943e-007	9.370708e+001	2.678307e-003	2.415501e-002	8.418372e-007	-8.060266e+001	3.878307e-003	2.554906e-002	-1.851531e-006	-8.183551e+001	5.078307e-003	2.157263e-002	-1.651886e-006	9.371351e+001	
2.790547e-004	2.239307e-002	1.320065e-006	9.430887e+001	1.479055e-003	2.171847e-002	1.442050e-006	9.372213e+001	2.679055e-003	2.381174e-002	-9.411761e-007	-8.060414e+001	3.879055e-003	2.372793e-002	2.701240e-006	-8.182279e+001	5.079055e-003	2.248891e-002	-2.496858e-008	9.368842e+001	
2.798028e-004	2.291885e-002	-1.744529e-006	9.430252e+001	1.479803e-003	2.109246e-002	-3.327027e-007	9.373873e+001	2.679803e-003	2.364689e-002	-1.147913e-007	-8.061994e+001	3.879803e-003	2.374594e-002	-4.127531e-007	-8.178855e+001	5.079803e-003	2.213849e-002	-1.929935e-006	9.365917e+001	
2.805510e-004	2.343535e-002	7.763022e-008	9.427758e+001	1.480551e-003	2.200360e-002	5.077225e-007	9.374135e+001	2.680551e-003	2.490617e-002	-3.853694e-007	-8.062743e+001	3.880551e-003	2.397596e-002	-2.604333e-006	-8.183370e+001	5.080551e-003	2.148821e-002	5.104196e-007	9.363793e+001	
2.812991e-004	2.328871e-002	-9.102498e-007	9.426512e+001	1.481299e-003	2.195044e-002	-2.126306e-006	9.371713e+001	2.681299e-003	2.452390e-002	1.708957e-007	-8.063064e+001	3.881299e-003	2.386881e-002	3.091833e-006	-8.182640e+001	5.081299e-003	2.263317e-002	1.483272e-006	9.366776e+001	
2.820472e-004	2.153547e-002	-1.038844e-006	9.423596e+001	1.482047e-003	2.125084e-002	-2.798723e-007	9.368113e+001	2.682047e-003	2.275763e-002	1.281178e-006	-8.060891e+001	3.882047e-003	2.490918e-002	-4.167112e-007	-8.178638e+001	5.082047e-003	2.298482e-002	4.878041e-007	9.369725e+001	
2.827954e-004	2.332791e-002	-2.956552e-006	9.417618e+001	1.482795e-003	2.001497e-002	-9.464173e-007	9.366278e+001	2.682795e-003	2.168373e-002	3.405293e-006	-8.053879e+001	3.882795e-003	2.365980e-002	-1.136233e-006	-8.180961e+001	5.082795e-003	2.204845e-002	1.937531e-006	9.373354e+001	
2.835435e-004	2.325576e-002	1.006592e-007	9.413345e+001	1.483544e-003	2.097619e-002	4.739244e-006	9.371953e+001	2.683544e-003	2.333564e-002	9.883965e-007	-8.047304e+001	3.883544e-003	2.312319e-002	2.249068e-006	-8.179296e+001	5.083544e-003	2.290777e-002	1.433782e-006	9.378398e+001	
2.842916e-004	2.285531e-002	-6.556938e-007	9.412514e+001	1.484292e-003	2.080955e-002	2.134156e-006	9.382238e+001	2.684292e-003	2.388807e-002	-1.181111e-006	-8.047593e+001	3.884292e-003	2.450065e-002	-1.373609e-006	-8.177986e+001	5.084292e-003	2.127773e-002	1.112887e-006	9.382209e+001	
2.850398e-004	2.190729e-002	3.301761e-006	9.416473e+001	1.485040e-003	2.096010e-002	-2.575227e-006	9.381578e+001	2.685040e-003	2.284663e-002	-6.686249e-007	-8.050361e+001	3.885040e-003	2.483634e-002	3.472025e-006	-8.174846e+001	5.085040e-003	2.293869e-002	1.111865e-006	9.385538e+001	
2.857879e-004	2.250529e-002	-5.001854e-006	9.413929e+001	1.485788e-003	2.125252e-002	-1.991307e-006	9.374745e+001	2.685788e-003	2.463565e-002	4.774622e-007	-8.050647e+001	3.885788e-003	2.468540e-002	-1.246966e-006	-8.171517e+001	5.085788e-003	2.326385e-002	-1.538710e-006	9.384899e+001	
2.865361e-004	2.268063e-002	-1.479386e-006	9.404232e+001	1.486536e-003	2.170531e-002	-2.758298e-006	9.367638e+001	2.686536e-003	2.367150e-002	-8.274855e-007	-8.051170e+001	3.886536e-003	2.308799e-002	5.106110e-007	-8.172619e+001	5.086536e-003	2.134824e-002	1.241708e-006	9.384455e+001	
2.872842e-004	2.235809e-002	-1.355514e-007	9.401815e+001	1.487284e-003	2.380699e-002	-1.140137e-006	9.361805e+001	2.687284e-003	2.411693e-002	1.570493e-006	-8.050059e+001	3.887284e-003	2.215462e-002	1.725289e-006	-8.169273e+001	5.087284e-003	2.226494e-002	1.516925e-006	9.388582e+001	
2.880323e-004	2.393955e-002	3.381558e-007	9.402119e+001	1.488032e-003	2.181905e-002	8.553602e-007	9.361379e+001	2.688032e-003	2.329244e-002	1.373276e-007	-8.047503e+001	3.888032e-003	2.158819e-002	-2.602396e-006	-8.170586e+001	5.088032e-003	2.179263e-002	8.799653e-007	9.392169e+001	
2.887805e-004	2.394600e-002	-7.575055e-007	9.401491e+001	1.488780e-003	2.315428e-002	-8.138453e-007	9.361441e+001	2.688780e-003	2.442724e-002	4.988590e-007	-8.046551e+001	3.888780e-003	2.330268e-002	6.328934e-007	-8.173533e+001	5.088780e-003	2.125015e-002	7.960122e-007	9.394676e+001	
2.895286e-004	2.352606e-002	-9.849098e-007	9.398884e+001	1.489529e-003	2.241244e-002	-1.189857e-006	9.358443e+001	2.689529e-003	2.361265e-002	-9.919821e-008	-8.045953e+001	3.889529e-003	2.235040e-002	-6.612710e-007	-8.173575e+001	5.089529e-003	2.143645e-002	-1.117568e-006	9.394195e+001	
2.902767e-004	2.352087e-002	-6.651085e-007	9.396415e+001	1.490277e-003	2.242755e-002	9.396529e-007	9.358069e+001	2.690277e-003	2.250717e-002	9.221383e-007	-8.044722e+001	3.890277e-003	2.280177e-002	-2.143708e-008	-8.174597e+001	5.090277e-003	2.083172e-002	-1.618784e-006	9.390101e+001	
2.910249e-004	2.243925e-002	-1.143466e-006	9.393709e+001	1.491025e-003	2.174503e-002	-2.603389e-006	9.355579e+001	2.691025e-003	2.270181e-002	5.539864e-007	-8.042513e+001	3.891025e-003	2.334264e-002	-3.776434e-007	-8.175194e+001	5.091025e-003	2.166797e-002	-1.744240e-007	9.387418e+001	
2.917730e-004	2.376079e-002	-1.406962e-007	9.391788e+001	1.491773e-003	2.216702e-002	-9.630337e-007	9.350243e+001	2.691773e-003	2.277060e-002	2.212353e-007	-8.041353e+001	3.891773e-003	2.254956e-002	1.863829e-006	-8.172970e+001	5.091773e-003	2.259632e-002	-1.944936e-006	9.384247e+001	
2.925211e-004	2.333315e-002	1.326039e-006	9.393561e+001	1.492521e-003	2.069818e-002	-1.941819e-006	9.345896e+001	2.692521e-003	2.292473e-002	7.885493e-007	-8.039842e+001	3.892521e-003	2.321595e-002	5.569504e-006	-8.161848e+001	5.092521e-003	2.130264e-002	-2.010046e-006	9.378329e+001	
2.932693e-004	2.308304e-002	-1.563334e-006	9.393206e+001	1.493269e-003	2.022455e-002	-1.931674e-007	9.342702e+001	2.693269e-003	2.318952e-002	-1.491773e-006	-8.040895e+001	3.893269e-003	2.325382e-002	-9.890997e-007	-8.154994e+001	5.093269e-003	2.145535e-002	-8.642606e-007	9.374028e+001	
2.940174e-004	2.349377e-002	1.299796e-006	9.392812e+001	1.494017e-003	2.026317e-002	-8.970582e-008	9.342279e+001	2.694017e-003	2.313109e-002	4.260590e-007	-8.042489e+001	3.894017e-003	2.359270e-002	1.976073e-006	-8.153517e+001	5.094017e-003	2.189939e-002	-4.280956e-006	9.366330e+001	
2.947655e-004	2.248945e-002	-8.695723e-007	9.393455e+001	1.494766e-003	2.050453e-002	3.511717e-007	9.342670e+001	2.694766e-003	2.279497e-002	1.488891e-006	-8.039624e+001	3.894766e-003	2.330301e-002	1.861604e-006	-8.147775e+001	5.094766e-003	2.227627e-002	-3.721534e-006	9.354356e+001	
2.955137e-004	2.389391e-002	-5.672513e-007	9.391306e+001	1.495514e-003	2.166052e-002	8.514991e-007	9.344469e+001	2.695514e-003	2.412805e-002	4.562599e-007	-8.036713e+001	3.895514e-003	2.327844e-002	-1.035159e-006	-8.146539e+001	5.095514e-003	2.287780e-002	-7.831524e-007	9.347615e+001	
2.962618e-004	2.200570e-002	-3.187358e-006	9.385688e+001	1.496262e-003	2.111961e-002	1.899418e-006	9.348585e+001	2.696262e-003	2.319506e-002	-1.633891e-006	-8.038475e+001	3.896262e-003	2.310492e-002	3.669264e-007	-8.147538e+001	5.096262e-003	2.155075e-002	-2.652744e-007	9.346047e+001	
2.970100e-004	2.430535e-002	5.754150e-006	9.389528e+001	1.497010e-003	2.217850e-002	1.117009e-006	9.353099e+001	2.697010e-003	2.425327e-002	7.205322e-007	-8.039842e+001	3.897010e-003	2.412044e-002	-1.208586e-006	-8.148798e+001	5.097010e-003	2.268033e-002	8.813657e-007	9.346968e+001	
2.977581e-004	2.260100e-002	1.623341e-006	9.400567e+001	1.497758e-003	2.231688e-002	1.572646e-006	9.357123e+001	2.697758e-003	2.242831e-002	1.119803e-007	-8.038596e+001	3.897758e-003	2.439224e-002	4.509656e-007	-8.149931e+001	5.097758e-003	2.224112e-002	1.429283e-006	9.350426e+001	
2.985062e-004	2.393745e-002	-1.270735e-006	9.401095e+001	1.498506e-003	2.024302e-002	-1.084375e-006	9.357854e+001	2.698506e-003	2.451800e-002	-1.081674e-006	-8.040047e+001	3.898506e-003	2.422725e-002	-1.551129e-006	-8.151578e+001	5.098506e-003	2.202241e-002	-8.269297e-007	9.351327e+001	
2.992544e-004	2.235018e-002	-8.755186e-007	9.397883e+001	1.499254e-003	2.106154e-002	-2.134916e-006	9.353037e+001	2.699254e-003	2.303303e-002	-1.917574e-006	-8.044535e+001	3.899254e-003	2.396924e-002	-2.259466e-006	-8.157279e+001	5.099254e-003	2.179261e-002	2.055651e-006	9.353166e+001	
